Date,FacilityId,Certification,Automation_Level,Capacity,Production,Capacity_Utilization,Automation_Factor,Employee_Count
2017-06-01,FAC096,None,High,143727,124919,0.8691,1.2,3430
2017-07-01,FAC096,None,High,143727,134973,0.9391,1.2,3530
2017-08-01,FAC096,None,High,143727,132505,0.9219,1.2,3360
2017-09-01,FAC096,None,High,143727,140673,0.9788,1.2,3520
2017-10-01,FAC096,None,High,143727,136731,0.9513,1.2,3370
2017-11-01,FAC096,None,High,143727,143707,0.9999,1.2,4040
2017-12-01,FAC096,None,High,143727,135374,0.9419,1.2,3600
2018-01-01,FAC096,None,High,143727,143727,1.0,1.2,3830
2018-02-01,FAC096,None,High,143727,132826,0.9242,1.2,3240
2018-03-01,FAC096,None,High,143727,131590,0.9156,1.2,3720
2018-04-01,FAC096,None,High,143727,135473,0.9426,1.2,3680
2018-05-01,FAC096,None,High,143727,130640,0.9089,1.2,3350
2018-06-01,FAC096,None,High,143727,136149,0.9473,1.2,3500
2018-07-01,FAC096,None,High,143727,126125,0.8775,1.2,3140
2018-08-01,FAC096,None,High,143727,130493,0.9079,1.2,3280
2018-09-01,FAC096,None,High,143727,139622,0.9714,1.2,3630
2018-10-01,FAC096,None,High,143727,143727,1.0,1.2,3610
2018-11-01,FAC096,None,High,143727,141148,0.9821,1.2,3930
2018-12-01,FAC096,None,High,143727,135784,0.9447,1.2,3730
2019-01-01,FAC096,None,High,158099,158099,1.0,1.2,3650
2019-02-01,FAC096,None,High,158099,153495,0.9709,1.2,3960
2019-03-01,FAC096,None,High,158099,146840,0.9288,1.2,3710
2019-04-01,FAC096,None,High,158099,147087,0.9303,1.2,3890
2019-05-01,FAC096,None,High,158099,153678,0.972,1.2,3610
2019-06-01,FAC096,None,High,158099,145835,0.9224,1.2,3970
2019-07-01,FAC096,None,High,158099,146856,0.9289,1.2,4019
2019-08-01,FAC096,None,High,158099,150056,0.9491,1.2,4090
2019-09-01,FAC096,None,High,158099,158099,1.0,1.2,4420
2019-10-01,FAC096,None,High,158099,152249,0.963,1.2,3800
2019-11-01,FAC096,None,High,158099,158099,1.0,1.2,4120
2019-12-01,FAC096,None,High,158099,141849,0.8972,1.2,3560
2020-01-01,FAC096,None,High,158099,137657,0.8707,1.2,3790
2020-02-01,FAC096,None,High,158099,146114,0.9242,1.2,3600
2020-03-01,FAC096,None,High,158099,150138,0.9496,1.2,4450
2020-04-01,FAC096,None,High,158099,140862,0.891,1.2,3410
2020-05-01,FAC096,None,High,158099,147170,0.9309,1.2,3700
2020-06-01,FAC096,None,High,158099,154955,0.9801,1.2,4300
2020-07-01,FAC096,None,High,158099,147754,0.9346,1.2,3850
2020-08-01,FAC096,None,High,158099,149157,0.9434,1.2,3430
2020-09-01,FAC096,None,High,158099,155378,0.9828,1.2,4059
2020-10-01,FAC096,None,High,158099,150927,0.9546,1.2,4019
2020-11-01,FAC096,None,High,158099,135080,0.8544,1.2,3660
2020-12-01,FAC096,None,High,158099,155053,0.9807,1.2,4270
2021-01-01,FAC096,None,High,158099,158034,0.9996,1.2,4170
2021-02-01,FAC096,None,High,158099,145340,0.9193,1.2,3510
2021-03-01,FAC096,None,High,158099,158099,1.0,1.2,4260
2021-04-01,FAC096,None,High,158099,139705,0.8837,1.2,3340
2021-05-01,FAC096,None,High,158099,140647,0.8896,1.2,4070
2021-06-01,FAC096,None,High,158099,137827,0.8718,1.2,3550
2021-07-01,FAC096,None,High,158099,148400,0.9387,1.2,3390
2021-08-01,FAC096,None,High,158099,156609,0.9906,1.2,3720
2021-09-01,FAC096,None,High,158099,152400,0.964,1.2,4120
2021-10-01,FAC096,None,High,158099,145600,0.9209,1.2,4030
2021-11-01,FAC096,None,High,158099,151827,0.9603,1.2,3890
2021-12-01,FAC096,None,High,158099,158099,1.0,1.2,3900
2022-01-01,FAC096,None,High,172472,169411,0.9823,1.2,4760
2022-02-01,FAC096,None,High,172472,169764,0.9843,1.2,4270
2022-03-01,FAC096,None,High,172472,172472,1.0,1.2,4390
2022-04-01,FAC096,None,High,172472,160720,0.9319,1.2,3730
2022-05-01,FAC096,None,High,172472,163036,0.9453,1.2,4210
2022-06-01,FAC096,None,High,172472,156250,0.9059,1.2,3900
2022-07-01,FAC096,None,High,172472,160334,0.9296,1.2,4300
2022-08-01,FAC096,None,High,172472,167407,0.9706,1.2,4170
2022-09-01,FAC096,None,High,172472,156805,0.9092,1.2,4070
2022-10-01,FAC096,None,High,172472,172472,1.0,1.2,4750
2022-11-01,FAC096,None,High,172472,161018,0.9336,1.2,4050
2022-12-01,FAC096,None,High,172472,167625,0.9719,1.2,4680
2023-01-01,FAC096,None,High,172472,159768,0.9263,1.2,4150
2023-02-01,FAC096,None,High,172472,156117,0.9052,1.2,4170
2023-03-01,FAC096,None,High,172472,159737,0.9262,1.2,4420
2023-04-01,FAC096,None,High,172472,172472,1.0,1.2,4130
2023-05-01,FAC096,None,High,172472,171415,0.9939,1.2,4630
2023-06-01,FAC096,None,High,172472,167384,0.9705,1.2,4460
2023-07-01,FAC096,None,High,172472,172472,1.0,1.2,4440
2023-08-01,FAC096,None,High,172472,157207,0.9115,1.2,4290
2023-09-01,FAC096,None,High,172472,144620,0.8385,1.2,3500
2023-10-01,FAC096,None,High,172472,157872,0.9153,1.2,3820
2023-11-01,FAC096,None,High,172472,172472,1.0,1.2,4610
2023-12-01,FAC096,None,High,172472,157798,0.9149,1.2,4050
2024-01-01,FAC096,None,High,172472,172472,1.0,1.2,4540
2024-02-01,FAC096,None,High,172472,166799,0.9671,1.2,4390
2024-03-01,FAC096,None,High,172472,168756,0.9785,1.2,3920
2024-04-01,FAC096,None,High,172472,170188,0.9868,1.2,4540
2024-05-01,FAC096,None,High,172472,156594,0.9079,1.2,4140
2024-06-01,FAC096,None,High,172472,172472,1.0,1.2,4570
2024-07-01,FAC096,None,High,172472,159291,0.9236,1.2,4370
2024-08-01,FAC096,None,High,172472,166109,0.9631,1.2,3960
2024-09-01,FAC096,None,High,172472,168149,0.9749,1.2,4430
2024-10-01,FAC096,None,High,172472,148414,0.8605,1.2,4040
2024-11-01,FAC096,None,High,172472,172472,1.0,1.2,4690
2024-12-01,FAC096,None,High,172472,172472,1.0,1.2,4420
2025-01-01,FAC096,None,High,186845,181119,0.9694,1.2,4730
2025-02-01,FAC096,None,High,186845,186845,1.0,1.2,4480
2025-03-01,FAC096,None,High,186845,174736,0.9352,1.2,4560
2025-04-01,FAC096,None,High,186845,166515,0.8912,1.2,4120
2025-05-01,FAC096,None,High,186845,158617,0.8489,1.2,4330
2025-06-01,FAC096,None,High,186845,181022,0.9688,1.2,5120
2025-07-01,FAC096,None,High,186845,93422,0.5,1.2,2360
2025-08-01,FAC096,None,High,186845,186845,1.0,1.2,5190
2025-09-01,FAC096,None,High,186845,172136,0.9213,1.2,4500
2025-10-01,FAC096,None,High,186845,176093,0.9425,1.2,4380
2025-11-01,FAC096,None,High,186845,182477,0.9766,1.2,4830
2025-12-01,FAC096,None,High,186845,186845,1.0,1.2,4720
2016-01-01,FAC097,None,Low,71458,64393,0.9011,1.05,2070
2016-02-01,FAC097,None,Low,71458,53294,0.7458,1.05,1470
2016-03-01,FAC097,None,Low,71458,52806,0.739,1.05,1530
2016-04-01,FAC097,None,Low,71458,50349,0.7046,1.05,1490
2016-05-01,FAC097,None,Low,71458,51634,0.7226,1.05,1550
2016-06-01,FAC097,None,Low,71458,56819,0.7951,1.05,1720
2016-07-01,FAC097,None,Low,71458,56147,0.7857,1.05,1720
2016-08-01,FAC097,None,Low,71458,52988,0.7415,1.05,1520
2016-09-01,FAC097,None,Low,71458,49669,0.6951,1.05,1490
2016-10-01,FAC097,None,Low,71458,56067,0.7846,1.05,1680
2016-11-01,FAC097,None,Low,71458,46526,0.6511,1.05,1200
2016-12-01,FAC097,None,Low,71458,53381,0.747,1.05,1610
2017-01-01,FAC097,None,Low,71458,53273,0.7455,1.05,1670
2017-02-01,FAC097,None,Low,71458,45296,0.6339,1.05,1320
2017-03-01,FAC097,None,Low,71458,50530,0.7071,1.05,1540
2017-04-01,FAC097,None,Low,71458,56935,0.7968,1.05,1630
2017-05-01,FAC097,None,Low,71458,35729,0.5,1.05,1040
2017-06-01,FAC097,None,Low,71458,56295,0.7878,1.05,1650
2017-07-01,FAC097,None,Low,71458,55296,0.7738,1.05,1760
2017-08-01,FAC097,None,Low,71458,35729,0.5,1.05,1060
2017-09-01,FAC097,None,Low,71458,50532,0.7072,1.05,1490
2017-10-01,FAC097,None,Low,71458,51059,0.7145,1.05,1470
2017-11-01,FAC097,None,Low,71458,50872,0.7119,1.05,1390
2017-12-01,FAC097,None,Low,71458,58658,0.8209,1.05,1840
2018-01-01,FAC097,None,Low,71458,50270,0.7035,1.05,1590
2018-02-01,FAC097,None,Low,71458,57129,0.7995,1.05,1770
2018-03-01,FAC097,None,Low,71458,53055,0.7425,1.05,1530
2018-04-01,FAC097,None,Low,71458,53987,0.7555,1.05,1640
2018-05-01,FAC097,None,Low,71458,52334,0.7324,1.05,1660
2018-06-01,FAC097,None,Low,71458,52033,0.7282,1.05,1580
2018-07-01,FAC097,None,Low,71458,54714,0.7657,1.05,1740
2018-08-01,FAC097,None,Low,71458,55000,0.7697,1.05,1520
2018-09-01,FAC097,None,Low,71458,53377,0.747,1.05,1640
2018-10-01,FAC097,None,Low,71458,54819,0.7671,1.05,1750
2018-11-01,FAC097,None,Low,71458,59296,0.8298,1.05,1790
2018-12-01,FAC097,None,Low,71458,55801,0.7809,1.05,1610
2019-01-01,FAC097,None,Low,78603,62090,0.7899,1.05,1770
2019-02-01,FAC097,None,Low,78603,54771,0.6968,1.05,1550
2019-03-01,FAC097,None,Low,78603,57293,0.7289,1.05,1790
2019-04-01,FAC097,None,Low,78603,53428,0.6797,1.05,1590
2019-05-01,FAC097,None,Low,78603,59022,0.7509,1.05,1750
2019-06-01,FAC097,None,Low,78603,63501,0.8079,1.05,1750
2019-07-01,FAC097,None,Low,78603,57364,0.7298,1.05,1780
2019-08-01,FAC097,None,Low,78603,56307,0.7163,1.05,1560
2019-09-01,FAC097,None,Low,78603,39301,0.5,1.05,1120
2019-10-01,FAC097,None,Low,78603,62498,0.7951,1.05,1870
2019-11-01,FAC097,None,Low,78603,57235,0.7282,1.05,1650
2019-12-01,FAC097,None,Low,78603,67766,0.8621,1.05,1960
2020-01-01,FAC097,None,Low,78603,60130,0.765,1.05,1870
2020-02-01,FAC097,None,Low,78603,60153,0.7653,1.05,1940
2020-03-01,FAC097,None,Low,78603,53250,0.6775,1.05,1600
2020-04-01,FAC097,None,Low,78603,57471,0.7312,1.05,1790
2020-05-01,FAC097,None,Low,78603,55269,0.7031,1.05,1650
2020-06-01,FAC097,None,Low,78603,55937,0.7116,1.05,1770
2020-07-01,FAC097,None,Low,78603,54526,0.6937,1.05,1530
2020-08-01,FAC097,None,Low,78603,60327,0.7675,1.05,1800
2020-09-01,FAC097,None,Low,78603,58846,0.7486,1.05,1680
2020-10-01,FAC097,None,Low,78603,55830,0.7103,1.05,1550
2020-11-01,FAC097,None,Low,78603,62076,0.7897,1.05,1770
2020-12-01,FAC097,None,Low,78603,55866,0.7107,1.05,1810
2021-01-01,FAC097,None,Low,78603,60064,0.7641,1.05,1880
2021-02-01,FAC097,None,Low,78603,55691,0.7085,1.05,1660
2021-03-01,FAC097,None,Low,78603,57715,0.7343,1.05,1840
2021-04-01,FAC097,None,Low,78603,56131,0.7141,1.05,1710
2021-05-01,FAC097,None,Low,78603,39301,0.5,1.05,1230
2021-06-01,FAC097,None,Low,78603,56518,0.719,1.05,1660
2021-07-01,FAC097,None,Low,78603,61399,0.7811,1.05,1880
2021-08-01,FAC097,None,Low,78603,59523,0.7573,1.05,1700
2021-09-01,FAC097,None,Low,78603,58003,0.7379,1.05,1750
2021-10-01,FAC097,None,Low,78603,57222,0.728,1.05,1710
2021-11-01,FAC097,None,Low,78603,60834,0.7739,1.05,1890
2021-12-01,FAC097,None,Low,78603,62003,0.7888,1.05,1920
2022-01-01,FAC097,None,Low,85749,65981,0.7695,1.05,2000
2022-02-01,FAC097,None,Low,85749,62859,0.7331,1.05,1830
2022-03-01,FAC097,None,Low,85749,68032,0.7934,1.05,2200
2022-04-01,FAC097,None,Low,85749,70620,0.8236,1.05,1990
2022-05-01,FAC097,None,Low,85749,65789,0.7672,1.05,2070
2022-06-01,FAC097,None,Low,85749,61644,0.7189,1.05,1800
2022-07-01,FAC097,None,Low,85749,63186,0.7369,1.05,1880
2022-08-01,FAC097,None,Low,85749,71158,0.8298,1.05,1990
2022-09-01,FAC097,None,Low,85749,57150,0.6665,1.05,1700
2022-10-01,FAC097,None,Low,85749,64269,0.7495,1.05,1770
2022-11-01,FAC097,None,Low,85749,54196,0.632,1.05,1540
2022-12-01,FAC097,None,Low,85749,62419,0.7279,1.05,1860
2023-01-01,FAC097,None,Low,85749,61419,0.7163,1.05,1940
2023-02-01,FAC097,None,Low,85749,68019,0.7932,1.05,1930
2023-03-01,FAC097,None,Low,85749,66538,0.776,1.05,1920
2023-04-01,FAC097,None,Low,85749,63473,0.7402,1.05,1730
2023-05-01,FAC097,None,Low,85749,42874,0.5,1.05,1230
2023-06-01,FAC097,None,Low,85749,59178,0.6901,1.05,1900
2023-07-01,FAC097,None,Low,85749,61409,0.7161,1.05,1900
2023-08-01,FAC097,None,Low,85749,68585,0.7998,1.05,1920
2023-09-01,FAC097,None,Low,85749,63128,0.7362,1.05,2009
2023-10-01,FAC097,None,Low,85749,65374,0.7624,1.05,1780
2023-11-01,FAC097,None,Low,85749,42874,0.5,1.05,1330
2023-12-01,FAC097,None,Low,85749,67508,0.7873,1.05,1910
2024-01-01,FAC097,None,Low,85749,67319,0.7851,1.05,2160
2024-02-01,FAC097,None,Low,85749,42874,0.5,1.05,1250
2024-03-01,FAC097,None,Low,85749,55568,0.648,1.05,1820
2024-04-01,FAC097,None,Low,85749,66609,0.7768,1.05,2140
2024-05-01,FAC097,None,Low,85749,67703,0.7895,1.05,2150
2024-06-01,FAC097,None,Low,85749,56876,0.6633,1.05,1660
2024-07-01,FAC097,None,Low,85749,68452,0.7983,1.05,2000
2024-08-01,FAC097,None,Low,85749,61577,0.7181,1.05,1890
2024-09-01,FAC097,None,Low,85749,66442,0.7748,1.05,1860
2024-10-01,FAC097,None,Low,85749,62446,0.7282,1.05,1640
2024-11-01,FAC097,None,Low,85749,60905,0.7103,1.05,1760
2024-12-01,FAC097,None,Low,85749,65080,0.759,1.05,1940
2025-01-01,FAC097,None,Low,92895,75521,0.813,1.05,2380
2025-02-01,FAC097,None,Low,92895,66003,0.7105,1.05,2050
2025-03-01,FAC097,None,Low,92895,70189,0.7556,1.05,2150
2025-04-01,FAC097,None,Low,92895,64597,0.6954,1.05,2009
2025-05-01,FAC097,None,Low,92895,73539,0.7916,1.05,2230
2025-06-01,FAC097,None,Low,92895,72678,0.7824,1.05,2060
2025-07-01,FAC097,None,Low,92895,69972,0.7532,1.05,2390
2025-08-01,FAC097,None,Low,92895,65375,0.7038,1.05,1950
2025-09-01,FAC097,None,Low,92895,68423,0.7366,1.05,1850
2025-10-01,FAC097,None,Low,92895,70652,0.7606,1.05,2090
2025-11-01,FAC097,None,Low,92895,73069,0.7866,1.05,2120
2025-12-01,FAC097,None,Low,92895,74052,0.7972,1.05,2280
2016-01-01,FAC098,None,Medium,144456,117391,0.8126,1.1,2920
2016-02-01,FAC098,None,Medium,144456,127110,0.8799,1.1,3430
2016-03-01,FAC098,None,Medium,144456,131266,0.9087,1.1,3610
2016-04-01,FAC098,None,Medium,144456,132855,0.9197,1.1,3640
2016-05-01,FAC098,None,Medium,144456,119819,0.8294,1.1,3610
2016-06-01,FAC098,None,Medium,144456,122280,0.8465,1.1,3210
2016-07-01,FAC098,None,Medium,144456,127144,0.8802,1.1,3550
2016-08-01,FAC098,None,Medium,144456,120046,0.831,1.1,3490
2016-09-01,FAC098,None,Medium,144456,124232,0.86,1.1,3480
2016-10-01,FAC098,None,Medium,144456,114302,0.7913,1.1,3140
2016-11-01,FAC098,None,Medium,144456,120969,0.8374,1.1,3410
2016-12-01,FAC098,None,Medium,144456,116094,0.8037,1.1,3470
2017-01-01,FAC098,None,Medium,144456,122532,0.8482,1.1,3620
2017-02-01,FAC098,None,Medium,144456,113232,0.7839,1.1,2890
2017-03-01,FAC098,None,Medium,144456,133028,0.9209,1.1,3790
2017-04-01,FAC098,None,Medium,144456,111961,0.7751,1.1,3430
2017-05-01,FAC098,None,Medium,144456,110068,0.7619,1.1,3000
2017-06-01,FAC098,None,Medium,144456,115165,0.7972,1.1,3380
2017-07-01,FAC098,None,Medium,144456,134336,0.9299,1.1,3840
2017-08-01,FAC098,None,Medium,144456,126346,0.8746,1.1,3740
2017-09-01,FAC098,None,Medium,144456,123685,0.8562,1.1,3670
2017-10-01,FAC098,None,Medium,144456,131901,0.9131,1.1,4130
2017-11-01,FAC098,None,Medium,144456,109436,0.7576,1.1,3180
2017-12-01,FAC098,None,Medium,144456,129200,0.8944,1.1,3690
2018-01-01,FAC098,None,Medium,144456,121563,0.8415,1.1,3350
2018-02-01,FAC098,None,Medium,144456,118965,0.8235,1.1,3210
2018-03-01,FAC098,None,Medium,144456,127818,0.8848,1.1,3720
2018-04-01,FAC098,None,Medium,144456,123732,0.8565,1.1,3590
2018-05-01,FAC098,None,Medium,144456,126415,0.8751,1.1,3660
2018-06-01,FAC098,None,Medium,144456,131870,0.9129,1.1,3920
2018-07-01,FAC098,None,Medium,144456,116344,0.8054,1.1,3490
2018-08-01,FAC098,None,Medium,144456,139642,0.9667,1.1,3830
2018-09-01,FAC098,None,Medium,144456,129807,0.8986,1.1,3530
2018-10-01,FAC098,None,Medium,144456,123109,0.8522,1.1,3860
2018-11-01,FAC098,None,Medium,144456,123058,0.8519,1.1,3360
2018-12-01,FAC098,None,Medium,144456,123546,0.8553,1.1,3920
2019-01-01,FAC098,None,Medium,158901,140044,0.8813,1.1,3740
2019-02-01,FAC098,None,Medium,158901,142537,0.897,1.1,3840
2019-03-01,FAC098,None,Medium,158901,139922,0.8806,1.1,3730
2019-04-01,FAC098,None,Medium,158901,125483,0.7897,1.1,3160
2019-05-01,FAC098,None,Medium,158901,130870,0.8236,1.1,3670
2019-06-01,FAC098,None,Medium,158901,126596,0.7967,1.1,3480
2019-07-01,FAC098,None,Medium,158901,128508,0.8087,1.1,3520
2019-08-01,FAC098,None,Medium,158901,129045,0.8121,1.1,3510
2019-09-01,FAC098,None,Medium,158901,128959,0.8116,1.1,3730
2019-10-01,FAC098,None,Medium,158901,139486,0.8778,1.1,3990
2019-11-01,FAC098,None,Medium,158901,146931,0.9247,1.1,3720
2019-12-01,FAC098,None,Medium,158901,129507,0.815,1.1,3940
2020-01-01,FAC098,None,Medium,158901,136054,0.8562,1.1,3940
2020-02-01,FAC098,None,Medium,158901,125871,0.7921,1.1,3590
2020-03-01,FAC098,None,Medium,158901,131824,0.8296,1.1,3940
2020-04-01,FAC098,None,Medium,158901,131684,0.8287,1.1,3910
2020-05-01,FAC098,None,Medium,158901,133823,0.8422,1.1,3730
2020-06-01,FAC098,None,Medium,158901,141500,0.8905,1.1,3990
2020-07-01,FAC098,None,Medium,158901,128925,0.8114,1.1,3690
2020-08-01,FAC098,None,Medium,158901,131248,0.826,1.1,3570
2020-09-01,FAC098,None,Medium,158901,138837,0.8737,1.1,4130
2020-10-01,FAC098,None,Medium,158901,137084,0.8627,1.1,3950
2020-11-01,FAC098,None,Medium,158901,144874,0.9117,1.1,4230
2020-12-01,FAC098,None,Medium,158901,129955,0.8178,1.1,3490
2021-01-01,FAC098,None,Medium,158901,121952,0.7675,1.1,3410
2021-02-01,FAC098,None,Medium,158901,132871,0.8362,1.1,3650
2021-03-01,FAC098,None,Medium,158901,79450,0.5,1.1,2300
2021-04-01,FAC098,None,Medium,158901,132153,0.8317,1.1,3880
2021-05-01,FAC098,None,Medium,158901,142548,0.8971,1.1,4080
2021-06-01,FAC098,None,Medium,158901,133545,0.8404,1.1,3500
2021-07-01,FAC098,None,Medium,158901,137653,0.8663,1.1,3670
2021-08-01,FAC098,None,Medium,158901,79450,0.5,1.1,2120
2021-09-01,FAC098,None,Medium,158901,141005,0.8874,1.1,3560
2021-10-01,FAC098,None,Medium,158901,127279,0.801,1.1,3450
2021-11-01,FAC098,None,Medium,158901,133394,0.8395,1.1,4230
2021-12-01,FAC098,None,Medium,158901,138767,0.8733,1.1,3910
2022-01-01,FAC098,None,Medium,173347,139836,0.8067,1.1,4190
2022-02-01,FAC098,None,Medium,173347,137999,0.7961,1.1,4040
2022-03-01,FAC098,None,Medium,173347,153929,0.888,1.1,4520
2022-04-01,FAC098,None,Medium,173347,133575,0.7706,1.1,3920
2022-05-01,FAC098,None,Medium,173347,124607,0.7188,1.1,3670
2022-06-01,FAC098,None,Medium,173347,146170,0.8432,1.1,4220
2022-07-01,FAC098,None,Medium,173347,142393,0.8214,1.1,4200
2022-08-01,FAC098,None,Medium,173347,133865,0.7722,1.1,3630
2022-09-01,FAC098,None,Medium,173347,157986,0.9114,1.1,4390
2022-10-01,FAC098,None,Medium,173347,134171,0.774,1.1,3590
2022-11-01,FAC098,None,Medium,173347,146702,0.8463,1.1,4220
2022-12-01,FAC098,None,Medium,173347,148963,0.8593,1.1,4240
2023-01-01,FAC098,None,Medium,173347,139554,0.8051,1.1,4080
2023-02-01,FAC098,None,Medium,173347,145541,0.8396,1.1,4030
2023-03-01,FAC098,None,Medium,173347,146194,0.8434,1.1,4380
2023-04-01,FAC098,None,Medium,173347,143740,0.8292,1.1,4340
2023-05-01,FAC098,None,Medium,173347,163695,0.9443,1.1,4640
2023-06-01,FAC098,None,Medium,173347,131052,0.756,1.1,3730
2023-07-01,FAC098,None,Medium,173347,159838,0.9221,1.1,4550
2023-08-01,FAC098,None,Medium,173347,135424,0.7812,1.1,3670
2023-09-01,FAC098,None,Medium,173347,148406,0.8561,1.1,4620
2023-10-01,FAC098,None,Medium,173347,139906,0.8071,1.1,4080
2023-11-01,FAC098,None,Medium,173347,141064,0.8138,1.1,4390
2023-12-01,FAC098,None,Medium,173347,151239,0.8725,1.1,4510
2024-01-01,FAC098,None,Medium,173347,148671,0.8576,1.1,4400
2024-02-01,FAC098,None,Medium,173347,145740,0.8407,1.1,4380
2024-03-01,FAC098,None,Medium,173347,124012,0.7154,1.1,3470
2024-04-01,FAC098,None,Medium,173347,153848,0.8875,1.1,4470
2024-05-01,FAC098,None,Medium,173347,153432,0.8851,1.1,4860
2024-06-01,FAC098,None,Medium,173347,152055,0.8772,1.1,4310
2024-07-01,FAC098,None,Medium,173347,149390,0.8618,1.1,4250
2024-08-01,FAC098,None,Medium,173347,142057,0.8195,1.1,4059
2024-09-01,FAC098,None,Medium,173347,147845,0.8529,1.1,4010
2024-10-01,FAC098,None,Medium,173347,151697,0.8751,1.1,4500
2024-11-01,FAC098,None,Medium,173347,150976,0.8709,1.1,4090
2024-12-01,FAC098,None,Medium,173347,164724,0.9503,1.1,4890
2025-01-01,FAC098,None,Medium,187792,161057,0.8576,1.1,4480
2025-02-01,FAC098,None,Medium,187792,151750,0.8081,1.1,4030
2025-03-01,FAC098,None,Medium,187792,166774,0.8881,1.1,4980
2025-04-01,FAC098,None,Medium,187792,167971,0.8945,1.1,4900
2025-05-01,FAC098,None,Medium,187792,93896,0.5,1.1,2640
2025-06-01,FAC098,None,Medium,187792,148521,0.7909,1.1,4059
2025-07-01,FAC098,None,Medium,187792,159646,0.8501,1.1,4230
2025-08-01,FAC098,None,Medium,187792,168498,0.8973,1.1,4980
2025-09-01,FAC098,None,Medium,187792,165345,0.8805,1.1,4310
2025-10-01,FAC098,None,Medium,187792,153293,0.8163,1.1,4770
2025-11-01,FAC098,None,Medium,187792,156184,0.8317,1.1,4530
2025-12-01,FAC098,None,Medium,187792,164501,0.876,1.1,4630
2016-01-01,FAC099,ISO 9001,Medium,105410,95046,0.9017,1.1,2830
2016-02-01,FAC099,ISO 9001,Medium,105410,94119,0.8929,1.1,2700
2016-03-01,FAC099,ISO 9001,Medium,105410,83019,0.7876,1.1,2090
2016-04-01,FAC099,ISO 9001,Medium,105410,91175,0.865,1.1,2680
2016-05-01,FAC099,ISO 9001,Medium,105410,84600,0.8026,1.1,2260
2016-06-01,FAC099,ISO 9001,Medium,105410,90763,0.861,1.1,2560
2016-07-01,FAC099,ISO 9001,Medium,105410,93965,0.8914,1.1,2600
2016-08-01,FAC099,ISO 9001,Medium,105410,52705,0.5,1.1,1530
2016-09-01,FAC099,ISO 9001,Medium,105410,80503,0.7637,1.1,2410
2016-10-01,FAC099,ISO 9001,Medium,105410,89295,0.8471,1.1,2770
2016-11-01,FAC099,ISO 9001,Medium,105410,86309,0.8188,1.1,2580
2016-12-01,FAC099,ISO 9001,Medium,105410,90533,0.8589,1.1,2700
2017-01-01,FAC099,ISO 9001,Medium,105410,89506,0.8491,1.1,2580
2017-02-01,FAC099,ISO 9001,Medium,105410,85802,0.814,1.1,2480
2017-03-01,FAC099,ISO 9001,Medium,105410,90720,0.8606,1.1,2580
2017-04-01,FAC099,ISO 9001,Medium,105410,89402,0.8481,1.1,2480
2017-05-01,FAC099,ISO 9001,Medium,105410,99128,0.9404,1.1,2790
2017-06-01,FAC099,ISO 9001,Medium,105410,88636,0.8409,1.1,2640
2017-07-01,FAC099,ISO 9001,Medium,105410,97316,0.9232,1.1,2690
2017-08-01,FAC099,ISO 9001,Medium,105410,90902,0.8624,1.1,2510
2017-09-01,FAC099,ISO 9001,Medium,105410,79922,0.7582,1.1,2290
2017-10-01,FAC099,ISO 9001,Medium,105410,92563,0.8781,1.1,2540
2017-11-01,FAC099,ISO 9001,Medium,105410,78798,0.7475,1.1,2310
2017-12-01,FAC099,ISO 9001,Medium,105410,88660,0.8411,1.1,2330
2018-01-01,FAC099,ISO 9001,Medium,105410,81069,0.7691,1.1,2270
2018-02-01,FAC099,ISO 9001,Medium,105410,86123,0.817,1.1,2110
2018-03-01,FAC099,ISO 9001,Medium,105410,88267,0.8374,1.1,2470
2018-04-01,FAC099,ISO 9001,Medium,105410,96431,0.9148,1.1,3000
2018-05-01,FAC099,ISO 9001,Medium,105410,98642,0.9358,1.1,2860
2018-06-01,FAC099,ISO 9001,Medium,105410,91453,0.8676,1.1,2700
2018-07-01,FAC099,ISO 9001,Medium,105410,86071,0.8165,1.1,2360
2018-08-01,FAC099,ISO 9001,Medium,105410,91359,0.8667,1.1,2640
2018-09-01,FAC099,ISO 9001,Medium,105410,96923,0.9195,1.1,2790
2018-10-01,FAC099,ISO 9001,Medium,105410,92617,0.8786,1.1,2690
2018-11-01,FAC099,ISO 9001,Medium,105410,85120,0.8075,1.1,2430
2018-12-01,FAC099,ISO 9001,Medium,105410,90859,0.862,1.1,2540
2019-01-01,FAC099,ISO 9001,Medium,115951,99602,0.859,1.1,2730
2019-02-01,FAC099,ISO 9001,Medium,115951,97637,0.8421,1.1,2760
2019-03-01,FAC099,ISO 9001,Medium,115951,105014,0.9057,1.1,2870
2019-04-01,FAC099,ISO 9001,Medium,115951,95239,0.8214,1.1,2910
2019-05-01,FAC099,ISO 9001,Medium,115951,94853,0.818,1.1,2880
2019-06-01,FAC099,ISO 9001,Medium,115951,91478,0.7889,1.1,2630
2019-07-01,FAC099,ISO 9001,Medium,115951,103251,0.8905,1.1,2870
2019-08-01,FAC099,ISO 9001,Medium,115951,57975,0.5,1.1,1760
2019-09-01,FAC099,ISO 9001,Medium,115951,95389,0.8227,1.1,2610
2019-10-01,FAC099,ISO 9001,Medium,115951,100371,0.8656,1.1,2800
2019-11-01,FAC099,ISO 9001,Medium,115951,103466,0.8923,1.1,3070
2019-12-01,FAC099,ISO 9001,Medium,115951,98596,0.8503,1.1,3090
